componente,anoPlanilha,habilidade,descricao,ondas,agrupamento,moduloOndas,aulaOndas,paginaCaderno,aulaPF,sugestoes,complementar
Matemática,4º,EF04MA20,"Medir e estimar comprimentos (incluindo perímetros), massas e capacidades, utilizando unidades de medida padronizadas mais usuais, valorizando e respeitando a cultura local.",2.0,4º e 5º,Temática 3,Aula 03,27 e 28,"MAT_Unidade_04: Medir, ordenar e operar",Realizar uma dinâmica de ordem crescente e decrescente da altura e idade dos estudantes em sala de aula.,"História: Os pingos e os amigos
Autor (a): Mary França e Eliardo França"
Maneiras de pensar e agir,4º,EF05HI04,"Compreender a noção de cidadania e associar aos princípios de respeito à diversidade, à pluralidade e aos direitos humanos.",2.0,4º e 5º,Temática 3,Aula 04,29 e 30,MP_Unidade_01: Eu e eu mesmo no grupo,Solicitar que os estudantes façam seu avatar na plataforma ProFuturo valorizando suas características físicas e discutindo a importância da sua identidade pessoal.,"História: Eu sou assim e vou te mostrar
Autor (a): Heinz Janisch"
Ciências,4º,EF15CI04,"Comparar características físicas entre os colegas, reconhecendo a diversidade e a importância da valorização, do acolhimento e do respeito às diferenças.",2.0,4º e 5º,Temática 3,Aula 05,31 e 32,CIE_Unidade_02: os cinco sentidos,Solicitar que os estudantes façam desenhos exemplificando os sentidos.,"História: Sinto o que sinto com o cinco sentidos
Autor (a): Ellen Pestili"
Matemática,4º,EF05MA04,Identificar frações equivalentes.,2.0,4º e 5º,Temática 4,Aula 01,33 e 34,MAT_Unidade_15: Muitas formas de resolver problemas,Solicitar que os estudantes formem grupos e juntos resolvam problemas utilizando exemplos de materiais de fácil acesso e que possam dividir entre si.,"História: A fila dos números
Autor (a): Ana Caroline"
Língua Portuguesa,4º,EF05LP01,"Grafar palavras utilizando regras de correspondência fonema-grafema regulares, contextuais e morfológicas e palavras de uso frequente com correspondências irregulares.",2.0,4º e 5º,Temática 4,Aula 02,35 e 36,LP_Unidade_16: Amigos do H e fadas,"Realizar um ditado de palavras atentando-se às regras do uso das letras H, C e Ç.","História: Dona Letra do alfabeto e Silva
Autor (a): Rita de Cássia Guimarães Heinzen"
Cidadania e Convivência em Paz,4º,EF05HI04,"Compreender a noção de cidadania e associar aos princípios de respeito à diversidade, à pluralidade e aos direitos humanos.",2.0,4º e 5º,Temática 4,Aula 03,37 e 38,CIC_Unidade_01: Cidadania e convivência na escola,"Construir com os estudantes cartazes de boas práticas de cidadania e expor nas salas, muros da escola.","História: Desculpe-me
Autor (a): Roberto Castro"
Maneiras de pensar e agir,4º,EF05HI04,"Compreender a noção de cidadania e associar aos princípios de respeito à diversidade, à pluralidade e aos direitos humanos.",2.0,4º e 5º,Temática 4,Aula 04,39 e 40 ,MP_Unidade_04: Trabalho colaborativo,"Realizar uma dinâmica que desenvolva o trabalho em equipe, a exemplo de como construir algum projeto, montar um quebra-cabeça.","História: O livro dos sentimentos
Autor(a): Todd Parr"
Ciências,4º,EF06CI05,Explicar a organização básica das células e seu papel como unidade estrutural e funcional dos seres vivos.,2.0,4º e 5º,Temática 4,Aula 05,41 e 42,CIE_Ciclo da água,Realizar experimentos que demonstrem o processo do ciclo da água e seus estados físicos.,"História: O diário de uma minhoca
Autor (a): Cristiane Neri"
Ciências,4º,EF05HI03,Identificar as hipóteses científicas sobre o surgimento da espécie humana e sua historicidade e analisar os significados dos mitos de fundação.,2.0,4º e 5º,Temática 5,Aula 01,43 e 44,"CIE_A evolução Humana, etnias e culturais","Construir, junto aos estudantes, a evolução histórica que a escola passou, mostrando a evolução do espaço físico, professores, estudantes, comunidade e etc.","História: Poesia na Varanda
Autor (a): Sônia Junqueira"
Matemática,4º,EF06MA19,Identificar características dos triângulos e classificá-los em relação às medidas dos lados e dos ângulos.,2.0,4º e 5º,Temática 5,Aula 02,45 e 46,"MAT_Contar, comparar e operar Figuras geométricas",Realizar um passeio dentro e fora da escola para que os estudantes possam identificar figuras geométricas nos diversos objetos.,"História: Cadê o maior e o menor?
Autor (a): Fiona Watt, Edições Usborne"
Língua Portuguesa,4º,EF35LP26,"Ler e compreender, com certa autonomia, narrativas ficcionais que apresentem cenários e personagens, observando os elementos da estrutura narrativa: enredo, tempo, espaço, personagens, narrador e a construção do discurso indireto e discurso direto.",2.0,4º e 5º,Temática 5,Aula 03,47 e 48,"LP_Unidade_08: Jogos, mitos e lendas","Solicitar que os estudantes tragam mitos e lendas da sua comunidade e em uma roda de conversa, compartilhem com os colegas.","História: Os três chapeuzinho vermelho
Autor (a): Jonas Ribeiro."
Língua Portuguesa,4º,EF15LP01,"Identificar a função social de textos que circulam em campos da vida social dos quais participa cotidianamente (a casa, a rua, a comunidade, a escola) e nas mídias impressa, de massa e digital, reconhecendo para que foram produzidos, onde circulam, quem os produziu e a quem se destinam.",2.0,4º e 5º,Temática 5,Aula 04,49 e 50,LP_Unidade_07: Amigos de lá,"Solicitar que os estudantes compartilhem expressões, linguagens e falácias da sua comunidade e em uma roda, dialoguem uns com os outros, desmistificando as diferenças de uma sociedade.","História: O rato do campo e o rato da cidade
Autor (a): Silvia Moral"
Maneiras de pensar e agir,4º,EF05HI01,"Identificar os processos de formação das culturas e dos povos, relacionando-os com o espaço geográfico ocupado.",2.0,4º e 5º,Temática 5,Aula 05,51 e 52,"MP_Unidade_02: Reconhecimento das emoções, empatia e respeito","Construir com os estudantes cartazes de momentos que expressam sentimentos, emoções e empatia, e que divulguem com toda escola.","História: Ninguém é Igual a Ninguém
Autor (a): Regina Otero e Regina Rennó"
Ciências,4º,EF04CI08,"Propor, a partir do conhecimento das formas de transmissão de alguns microrganismos (vírus, bactérias e protozoários), atitudes e medidas adequadas para prevenção de doenças associadas.",2.0,4º e 5º,Temática 6,Aula 01,54 e 55,CIE_Unidade_15: Viagem ao mundo microscópico,Construir desenhos junto aos estudantes para representar os microrganismos.,"História: Planeta Terra: Nossa Casa
Autor (a): Leonardo Mendes Cardoso"
Língua Portuguesa,4º,EF05LP16,Comparar informações sobre um mesmo fato veiculadas em diferentes mídias e concluir sobre qual é mais confiável e por quê.,2.0,4º e 5º,Temática 6,Aula 02,56 e 57,LP_Tratamento da informação,"Pesquisar sobre um assunto atual junto aos estudantes, usando a maleta do Aula Digital, para desmistificar informações erradas e como aferir a confiabilidade das fontes destas pesquisas.","História: A mentira tem perna curta
Autor (a): Rosy Gadda Conti"
Matemática,4º,EF04MA07,"Resolver e elaborar problemas de divisão cujo divisor tenha no máximo dois algarismos, envolvendo os significados de repartição equitativa e de medida, utilizando estratégias diversas, como cálculo por estimativa, cálculo mental e algoritmos.",2.0,4º e 5º,Temática 6,Aula 03,58 e 59,Mat_Unidade_15: Muitas formas de resolver problemas,"Levar à sala de aula materiais, para que os estudantes possam fazer a divisão e trabalhem os algarismos, reforçando todo conteúdo visto em aula.","História: O tempo de Nino
Autor (a): Karine Portela"
Matemática,4º,EF04MA02,"Mostrar, por decomposição e composição, que todo número natural pode ser escrito por meio de adições e multiplicações por potências de dez, para compreender o sistema de numeração decimal e desenvolver estratégias de cálculo.",2.0,4º e 5º,Temática 6,Aula 04,60 e 61,TEC_Pensamento computacional,Demonstrar a decomposição e composição dos números naturais e solicitar que os estudantes deem outros exemplos.,"História: O menino e o tempo
Autor (a): Fabiana Guimarães"
Matemática,4º,EF05LP16,Comparar informações sobre um mesmo fato veiculadas em diferentes mídias e concluir sobre qual é mais confiável e por quê.,2.0,4º e 5º,Temática 6,Aula 05,62 e 63,TEC_Unidade_04: O computador e seus recursos,"Com o uso da maleta do Aula Digital, construir na plataforma a aula do material de apoio. Para aplicação, escolha um lugar diferenciado na escola, deixando mais confortável e agradável a dinâmica da aula.","História: De onde vem a TV?
Autor (a): De onde vem?"
Tecnologia,4º,EF05GE06,Identificar e comparar transformações dos meios de transporte e de comunicação.,2.0,4º e 5º,Temática 7,Aula 01,63 e 64,TEC_Unidade_02: A história das máquinas e seus tipos,Realizar um passeio na comunidade e solicitar que os estudantes identifiquem os tipos de máquinas existentes em seu dia a dia.,"História: Máquina do tempo
Autor (a): Cassiana Pizaia, Rima Awada, Rosi Vilas Boas"
Matemática,4º,EF04MA02,"Mostrar, por decomposição e composição, que todo número natural pode ser escrito por meio de adições e multiplicações por potências de dez, para compreender o sistema de numeração decimal e desenvolver estratégias de cálculo.",2.0,4º e 5º,Temática 7,Aula 02,65 e 66,MAT_Unidade_16: Para saber mais sobre os sistemas de numeração,Solicitar que os estudantes tragam preços de diferentes materiais e juntos construam um mini supermercado na sala de aula para o estudo de valores em moedas.,"História: Camilão o comilão
Autor (a): Ana Maria Machado"
Matemática,4º,EF04MA06,"Resolver e elaborar problemas envolvendo diferentes significados da multiplicação (adição de parcelas iguais, organização retangular e proporcionalidade), utilizando estratégias diversas, como cálculo por estimativa, cálculo mental e algoritmos.",2.0,4º e 5º,Temática 7,Aula 03,67 e 68,MAT_Unidade_16: Para saber mais sobre os sistemas de numeração,"Elaborar com os estudantes, problemas envolvendo situações cotidianas envolvendo adição, multiplicação, subtração e divisão.","História: Poemas Problemas
Autor (a): Renata Bueno"
Língua Portuguesa,4º,EF04LP11,"Planejar e produzir, com autonomia, cartas pessoais de reclamação, dentre outros gêneros do campo da vida cotidiana, de acordo com as convenções do gênero carta e com a estrutura própria desses textos (problema, opinião, argumentos), considerando a situação comunicativa e o tema/assunto/finalidade do texto.",2.0,4º e 5º,Temática 7,Aula 04,69 e 70,LP_Cartas e instruções,"Solicitar que cada estudante escreva uam carta para um de seus colegas, compartilhando-a e lendo em uma roda de conversa para todos.","História: Bichodário
Autor (a): Telma Guimarães"
Ciências,4º,EF05CI13,"Propor iniciativas individuais e coletivas para a solução de problemas ambientais da cidade ou da comunidade, com base na análise de ações de consumo consciente e de sustentabilidade bem-sucedidas.",2.0,4º e 5º,Temática 7,Aula 05,71 e 72,CIE_A ação do ser humano sobre o meio ambiente,Construir com os estudantes objetos a partir da reciclagem e do reuso.,"História: Quem vai salvar a vida
Autor (a): Ruth Rocha"
Princípios para uma vida saudável,4º,EF04GE11,"Identificar as características das paisagens naturais e antrópicas (relevo, cobertura vegetal, rios etc.) no ambiente em que vive, bem como a ação humana na conservação ou degradação dessas áreas.",2.0,4º e 5º,Temática 8,Aula 01,73 e 74,VID_Unidade_01: Hábitos e práticas saudáveis,"Solicitar que os estudantes construam uma maquete da escola , destacando as paisagens naturais e antrópicas que existem ao seu redor.","História: Amanda no país das vitaminas
Autor (a): Desconhecido"
Língua Portuguesa,4º,EF35LP05,"Inferir o sentido de palavras ou expressões desconhecidas em textos, com base no contexto da frase ou do texto.",2.0,4º e 5º,Temática 8,Aula 02,75 e 76,LP_Unidade_11: Brincar de inventar,"Levar fragmentos de textos para que os estudantes possam ler, interpretar e construir uma nova escrita.","História: O menino que aprendeu a ver
Autor (a): Ruth Rocha"
Princípios para uma vida saudável,4º,EF04GE11,"Identificar as características das paisagens naturais e antrópicas (relevo, cobertura vegetal, rios etc.) no ambiente em que vive, bem como a ação humana na conservação ou degradação dessas áreas.",2.0,4º e 5º,Temática 8,Aula 03,77 e 78,CIE_Unidade_08: As plantas,Realizar um relato de passeio com os estudantes para que eles possam identificar as plantas ao redor da escola.,"História: 8 jeitos de mudar o mundo
Autor (a): Sandra Aymone"
Matemática,4º,EF04MA16,"Descrever deslocamentos e localização de pessoas e de objetos no espaço, por meio de malhas quadriculadas e representações como desenhos, mapas, planta baixa e croquis, empregando termos como direita e esquerda, mudanças de direção e sentido, intersecção, transversais, paralelas e perpendiculares.",2.0,4º e 5º,Temática 8,Aula 04,79 e 80,CIE_corpo humano,"Solicitar que os estudantes desenhem o mapa do caminho da casa deles até a escola, identificando as orientações direita e esquerda.","História: A natureza em números
Autor (a): Paulo Meireles Barguil"
